** CONVERTED FROM M:\glab\tmp\demo_2010-07-30-15h06m47.edf using edfapi 3.0 Win32 Dec 19 2008 on Fri Jul 30 15:06:47 2010
** DATE: Fri Jul 30 14:28:14 2010
** TYPE: EDF_FILE BINARY EVENT SAMPLE TAGGED
** VERSION: EYELINK II 1
** SOURCE: EYELINK CL
** EYELINK II CL v3.10 Jan  4 2007
** CAMERA: EyeLink CL Board=0.3 Sensor=BID
** SERIAL NUMBER: CL1-6CA02
** CAMERA_CONFIG: 6CA02140.scd
**

MSG	12641994 DISPLAY_COORDS 0 0 799 599
MSG	12642044 RECCFG CR 1000 2 1 R
MSG	12642044 GAZE_COORDS 0.00 0.00 799.00 599.00
MSG	12642044 THRESHOLDS R 68 211
MSG	12642044 ELCL_PROC CENTROID (3)
MSG	12642044 ELCL_PCR_PARAM 5 3.0
START	12642045 	RIGHT	SAMPLES	EVENTS
12647959	  233.2	  285.4	 3015.0	...
12647960	  233.2	  284.7	 3015.0	...
12647961	  234.6	  286.0	 3014.0	...
12647962	  233.9	  287.5	 3003.0	...
12647963	  234.9	  284.6	 2992.0	...
12647964	  234.4	  286.1	 3016.0	...
12647965	  233.9	  286.4	 3023.0	...
12647966	  233.2	  286.8	 3021.0	...
12647967	  234.2	  288.9	 3019.0	...
12647968	  234.7	  287.6	 3009.0	...
12647969	  234.8	  288.1	 3005.0	...
12647970	  233.8	  285.4	 3021.0	...
12647971	  234.4	  282.5	 3037.0	...
12647972	  235.0	  282.1	 3033.0	...
12647973	  234.3	  282.5	 3029.0	...
12647974	  233.7	  282.9	 3029.0	...
12647975	  232.6	  284.2	 3050.0	...
12647976	  232.7	  286.8	 3070.0	...
12647977	  232.9	  286.8	 3068.0	...
12647978	  232.6	  286.8	 3067.0	...
12647979	  232.2	  292.9	 3090.0	...
12647980	  231.5	  293.1	 3095.0	...
12647981	  232.2	  293.0	 3090.0	...
12647982	  232.9	  293.0	 3086.0	...
12647983	  234.4	  290.4	 3052.0	...
12647984	  235.1	  287.9	 3042.0	...
12647985	  235.8	  287.3	 3043.0	...
12647986	  235.9	  286.8	 3015.0	...
12647987	  235.5	  285.5	 3012.0	...
12647988	  235.1	  286.5	 3009.0	...
12647989	  234.1	  283.5	 3010.0	...
12647990	  233.8	  286.5	 3011.0	...
12647991	  232.4	  286.1	 3029.0	...
12647992	  232.5	  285.6	 3034.0	...
12647993	  232.6	  285.2	 3038.0	...
12647994	  232.5	  287.6	 3040.0	...
12647995	  232.4	  290.1	 3043.0	...
12647996	  232.2	  291.2	 3036.0	...
12647997	  231.9	  292.4	 3059.0	...
12647998	  231.6	  290.3	 3082.0	...
12647999	  231.6	  288.1	 3104.0	...
12648000	  231.6	  287.9	 3085.0	...
12648001	  231.6	  287.7	 3065.0	...
12648002	  232.2	  285.3	 3027.0	...
12648003	  232.1	  286.2	 3035.0	...
12648004	  232.0	  287.0	 3042.0	...
12648005	  232.8	  285.2	 3038.0	...
12648006	  233.1	  285.0	 3041.0	...
12648007	  233.4	  284.8	 2979.0	...
12648008	  234.7	  284.5	 2953.0	...
12648009	  235.0	  284.3	 2945.0	...
12648010	  234.7	  287.9	 2996.0	...
12648011	  234.5	  291.5	 3018.0	...
12648012	  234.0	  288.2	 3039.0	...
12648013	  234.7	  284.8	 3045.0	...
12648014	  234.4	  287.2	 3045.0	...
12648015	  234.2	  287.2	 3044.0	...
12648016	  233.0	  287.8	 3049.0	...
12648017	  233.7	  287.4	 3048.0	...
12648018	  234.4	  287.0	 3047.0	...
12648019	  233.5	  286.6	 3045.0	...
12648020	  232.7	  286.7	 3047.0	...
12648021	  232.0	  286.9	 3048.0	...
12648022	  231.3	  289.5	 3067.0	...
12648023	  233.0	  287.4	 3053.0	...
12648024	  232.6	  289.7	 3065.0	...
12648025	  232.5	  287.1	 3077.0	...
12648026	  232.4	  284.5	 3066.0	...
12648027	  232.5	  286.8	 3054.0	...
12648028	  232.5	  287.0	 3046.0	...
12648029	  231.8	  287.2	 3045.0	...
12648030	  231.1	  291.3	 3056.0	...
12648031	  232.0	  290.2	 3067.0	...
12648032	  232.3	  289.2	 3061.0	...
12648033	  232.4	  288.2	 3055.0	...
12648034	  231.4	  288.1	 3031.0	...
12648035	  231.3	  287.8	 3030.0	...
12648036	  231.7	  286.3	 3029.0	...
12648037	  231.6	  286.7	 3029.0	...
12648038	  231.5	  284.4	 3034.0	...
12648039	  232.1	  282.1	 3039.0	...
12648040	  232.6	  283.8	 3031.0	...
12648041	  231.9	  285.5	 3028.0	...
12648042	  231.9	  285.4	 3025.0	...
12648043	  231.2	  286.8	 3034.0	...
12648044	  232.1	  288.1	 3034.0	...
12648045	  231.0	  287.5	 3043.0	...
12648046	  231.2	  286.9	 3053.0	...
12648047	  230.4	  288.2	 3072.0	...
12648048	  230.0	  289.4	 3089.0	...
12648049	  229.8	  290.0	 3089.0	...
12648050	  229.9	  289.6	 3061.0	...
12648051	  230.0	  289.2	 3047.0	...
12648052	  230.0	  290.6	 3040.0	...
12648053	  230.1	  290.7	 3034.0	...
12648054	  230.8	  290.2	 3027.0	...
12648055	  231.6	  289.7	 3021.0	...
12648056	  233.3	  288.3	 3012.0	...
12648057	  234.2	  282.3	 3019.0	...
12648058	  235.0	  279.9	 3014.0	...
12648059	  235.0	  282.0	 3008.0	...
12648060	  237.4	  281.5	 3005.0	...
12648061	  235.4	  285.3	 3005.0	...
12648062	  233.5	  289.1	 3043.0	...
12648063	  232.8	  287.8	 3081.0	...
12648064	  233.1	  286.4	 3050.0	...
12648065	  233.3	  284.9	 3019.0	...
12648066	  233.3	  286.8	 3032.0	...
12648067	  232.2	  288.7	 3045.0	...
12648068	  232.2	  294.0	 3057.0	...
12648069	  232.0	  289.6	 3058.0	...
12648070	  231.8	  287.7	 3059.0	...
12648071	  231.3	  287.0	 3061.0	...
12648072	  231.4	  286.3	 3060.0	...
12648073	  231.5	  285.1	 3059.0	...
12648074	  232.0	  284.6	 3057.0	...
12648075	  232.2	  284.2	 3055.0	...
12648076	  231.8	  283.6	 3061.0	...
12648077	  233.1	  283.0	 3045.0	...
12648078	  233.3	  283.3	 3037.0	...
12648079	  233.5	  280.2	 3033.0	...
12648080	  233.4	  282.7	 3057.0	...
12648081	  233.4	  283.4	 3037.0	...
12648082	  233.4	  284.1	 3041.0	...
12648083	  231.5	  285.5	 3044.0	...
12648084	  232.0	  286.7	 3030.0	...
12648085	  231.4	  288.2	 3044.0	...
12648086	  231.3	  287.3	 3022.0	...
12648087	  231.6	  286.4	 3000.0	...
12648088	  231.9	  283.1	 3015.0	...
12648089	  232.6	  282.0	 3030.0	...
12648090	  233.3	  281.6	 3037.0	...
12648091	  233.0	  281.5	 3034.0	...
12648092	  232.7	  281.4	 3030.0	...
12648093	  232.5	  282.4	 3039.0	...
12648094	  232.4	  283.3	 3012.0	...
12648095	  232.7	  283.7	 3018.0	...
12648096	  232.8	  282.7	 3015.0	...
12648097	  232.8	  283.8	 3017.0	...
12648098	  232.7	  284.8	 3014.0	...
12648099	  232.3	  287.8	 3024.0	...
12648100	  232.3	  287.8	 3033.0	...
12648101	  232.3	  287.8	 3042.0	...
12648102	  232.3	  288.9	 3046.0	...
12648103	  232.9	  287.7	 3050.0	...
12648104	  231.8	  286.6	 3038.0	...
12648105	  230.8	  288.7	 3035.0	...
12648106	  231.3	  288.2	 3032.0	...
12648107	  231.8	  288.8	 3013.0	...
12648108	  232.0	  289.4	 3009.0	...
12648109	  232.3	  287.6	 3007.0	...
12648110	  232.3	  285.9	 3005.0	...
12648111	  232.0	  287.3	 2996.0	...
12648112	  231.8	  287.5	 3001.0	...
12648113	  231.7	  287.7	 3000.0	...
12648114	  231.5	  288.0	 3000.0	...
12648115	  231.6	  287.7	 2993.0	...
12648116	  230.7	  291.5	 2992.0	...
12648117	  234.3	  287.5	 2984.0	...
12648118	  238.0	  283.4	 2976.0	...
12648119	  236.1	  282.4	 2978.0	...
12648120	  234.2	  284.0	 2980.0	...
12648121	  233.6	  285.5	 2987.0	...
12648122	  233.3	  287.4	 2995.0	...
12648123	  233.0	  289.3	 2981.0	...
12648124	  232.1	  288.2	 2986.0	...
12648125	  232.5	  288.5	 2974.0	...
12648126	  232.3	  288.8	 2976.0	...
12648127	  233.4	  284.6	 2973.0	...
12648128	  233.3	  283.2	 2982.0	...
12648129	  235.6	  283.0	 2937.0	...
12648130	  236.1	  282.8	 2924.0	...
12648131	  235.8	  281.7	 2928.0	...
12648132	  235.4	  282.1	 2932.0	...
12648133	  233.8	  282.5	 2961.0	...
12648134	  233.2	  285.0	 2960.0	...
12648135	  232.7	  284.0	 2968.0	...
12648136	  231.3	  285.6	 2975.0	...
12648137	  231.5	  284.5	 2981.0	...
12648138	  231.3	  284.0	 2988.0	...
12648139	  232.5	  283.5	 2987.0	...
12648140	  233.7	  282.7	 2988.0	...
12648141	  234.0	  281.9	 2989.0	...
12648142	  232.8	  283.6	 2992.0	...
12648143	  231.5	  285.4	 3023.0	...
12648144	  230.8	  289.9	 3046.0	...
12648145	  231.1	  292.1	 3025.0	...
12648146	  230.8	  286.0	 3004.0	...
12648147	  230.6	  287.7	 3009.0	...
12648148	  230.8	  289.4	 3008.0	...
12648149	  231.0	  287.4	 3006.0	...
12648150	  231.0	  290.5	 2999.0	...
12648151	  232.4	  287.6	 2997.0	...
12648152	  233.8	  284.7	 2985.0	...
12648153	  234.1	  275.9	 2973.0	...
12648154	  233.1	  279.3	 2980.0	...
12648155	  232.1	  282.8	 2988.0	...
12648156	  231.9	  285.1	 3006.0	...
12648157	  230.5	  284.5	 3006.0	...
12648158	  230.0	  285.8	 3007.0	...
12648159	  229.9	  282.2	 3010.0	...
12648160	  229.8	  286.9	 3013.0	...
12648161	  229.5	  285.8	 2992.0	...
12648162	  230.3	  287.0	 2971.0	...
12648163	  229.9	  288.2	 2966.0	...
12648164	  229.4	  286.5	 2978.0	...
12648165	  230.6	  286.0	 2990.0	...
12648166	  230.5	  286.1	 2982.0	...
12648167	  232.4	  286.2	 2987.0	...
12648168	  233.3	  285.4	 2979.0	...
12648169	  233.7	  287.5	 2971.0	...
12648170	  232.3	  287.1	 2969.0	...
12648171	  232.3	  287.7	 2966.0	...
12648172	  231.5	  288.3	 2960.0	...
12648173	  231.2	  290.0	 2965.0	...
12648174	  231.0	  290.7	 2962.0	...
12648175	  231.6	  288.8	 2959.0	...
12648176	  232.2	  286.8	 2963.0	...
12648177	  232.4	  288.7	 2967.0	...
12648178	  232.4	  288.1	 2970.0	...
12648179	  232.1	  290.6	 2971.0	...
12648180	  231.8	  289.3	 2972.0	...
12648181	  231.1	  290.1	 2965.0	...
12648182	  230.8	  291.0	 2976.0	...
12648183	  230.5	  290.6	 2956.0	...
12648184	  230.8	  293.1	 2935.0	...
12648185	  231.1	  289.4	 2884.0	...
12648186	  231.8	  289.2	 2861.0	...
12648187	  233.1	  289.6	 2880.0	...
12648188	  233.3	  288.7	 2899.0	...
12648189	  233.6	  287.7	 2908.0	...
12648190	  231.8	  289.6	 2916.0	...
12648191	  231.8	  291.4	 2939.0	...
12648192	  231.7	  290.1	 2963.0	...
12648193	  231.3	  292.3	 2967.0	...
12648194	  231.1	  290.5	 2972.0	...
12648195	  231.2	  290.8	 2989.0	...
12648196	  231.2	  289.3	 2989.0	...
12648197	  231.4	  287.7	 2988.0	...
12648198	  232.9	  286.8	 2987.0	...
12648199	  233.2	  288.7	 2987.0	...
12648200	  233.1	  290.7	 2976.0	...
12648201	  232.9	  292.1	 2986.0	...
12648202	  230.8	  292.3	 2965.0	...
12648203	  229.9	  289.8	 2960.0	...
12648204	  230.1	  287.4	 2955.0	...
12648205	  229.5	  287.4	 2941.0	...
12648206	  229.0	  287.5	 2972.0	...
12648207	  231.1	  284.3	 2974.0	...
12648208	  231.1	  285.4	 2977.0	...
12648209	  230.7	  285.9	 2969.0	...
12648210	  230.2	  286.5	 2971.0	...
12648211	  230.2	  287.6	 2958.0	...
12648212	  229.8	  288.7	 2984.0	...
12648213	  230.5	  292.1	 2980.0	...
12648214	  229.9	  292.4	 2985.0	...
12648215	  230.3	  292.8	 2987.0	...
12648216	  230.7	  290.4	 2987.0	...
12648217	  231.2	  288.1	 2988.0	...
12648218	  231.3	  289.0	 3024.0	...
12648219	  230.0	  290.1	 3027.0	...
12648220	  229.9	  292.4	 3030.0	...
12648221	  229.7	  293.5	 3070.0	...
12648222	  229.9	  294.0	 3078.0	...
12648223	  230.0	  292.7	 3071.0	...
12648224	  230.0	  294.3	 3082.0	...
12648225	  229.9	  296.0	 3094.0	...
12648226	  228.8	  294.0	 3108.0	...
12648227	  228.8	  292.1	 3105.0	...
12648228	  228.9	  287.5	 3103.0	...
12648229	  228.0	  290.7	 3102.0	...
12648230	  229.1	  292.3	 3101.0	...
12648231	  229.5	  293.1	 3078.0	...
12648232	  229.9	  289.3	 3078.0	...
12648233	  229.5	  288.5	 3073.0	...
12648234	  229.2	  289.2	 3084.0	...
12648235	  229.1	  289.8	 3076.0	...
12648236	  229.2	  290.5	 3068.0	...
12648237	  229.3	  290.3	 3073.0	...
12648238	  228.9	  292.1	 3078.0	...
12648239	  228.6	  291.0	 3068.0	...
12648240	  228.4	  291.7	 3057.0	...
12648241	  227.4	  292.3	 3034.0	...
12648242	  227.0	  290.8	 3015.0	...
12648243	  227.6	  289.2	 2988.0	...
12648244	  228.2	  288.3	 2986.0	...
12648245	  229.3	  287.4	 2985.0	...
12648246	  229.1	  286.9	 2994.0	...
12648247	  229.3	  286.4	 3003.0	...
12648248	  228.3	  290.6	 3008.0	...
12648249	  228.7	  292.1	 3012.0	...
12648250	  228.7	  292.2	 3016.0	...
12648251	  228.8	  292.4	 3012.0	...
12648252	  229.2	  290.6	 3021.0	...
12648253	  229.7	  288.8	 3012.0	...
12648254	  231.6	  287.3	 3003.0	...
12648255	  231.2	  289.0	 3003.0	...
12648256	  230.8	  290.7	 3002.0	...
12648257	  231.3	  288.4	 2975.0	...
12648258	  231.2	  289.2	 2978.0	...
12648259	  231.1	  288.8	 2982.0	...
12648260	  230.4	  290.5	 2996.0	...
12648261	  230.3	  292.1	 3030.0	...
12648262	  230.3	  289.5	 3029.0	...
12648263	  230.4	  286.9	 3029.0	...
12648264	  230.3	  285.7	 3044.0	...
12648265	  230.9	  285.1	 3036.0	...
12648266	  229.9	  284.9	 3035.0	...
12648267	  229.5	  290.0	 3036.0	...
12648268	  229.3	  295.2	 3038.0	...
12648269	  229.1	  296.4	 3045.0	...
12648270	  228.6	  292.7	 3044.0	...
12648271	  228.7	  289.1	 3043.0	...
12648272	  228.3	  289.8	 3047.0	...
12648273	  229.6	  288.6	 3011.0	...
12648274	  229.3	  291.2	 2975.0	...
12648275	  229.8	  288.2	 2974.0	...
12648276	  230.3	  285.2	 2976.0	...
12648277	  229.8	  283.6	 2978.0	...
12648278	  229.7	  285.3	 2982.0	...
12648279	  229.7	  286.0	 3022.0	...
12648280	  229.5	  286.1	 3010.0	...
12648281	  229.3	  285.4	 3011.0	...
12648282	  228.8	  288.9	 3008.0	...
12648283	  229.2	  288.9	 3004.0	...
12648284	  229.6	  288.6	 2998.0	...
12648285	  230.0	  288.4	 2951.0	...
12648286	  229.8	  287.9	 2964.0	...
12648287	  229.5	  290.8	 2977.0	...
12648288	  229.0	  290.7	 3009.0	...
12648289	  228.8	  290.5	 3009.0	...
12648290	  228.6	  291.1	 3010.0	...
12648291	  228.4	  289.8	 3031.0	...
12648292	  228.4	  290.2	 3036.0	...
12648293	  228.4	  289.9	 3040.0	...
12648294	  227.9	  289.9	 3030.0	...
12648295	  227.4	  290.0	 3048.0	...
12648296	  227.5	  289.5	 3066.0	...
12648297	  227.0	  291.7	 3069.0	...
12648298	  227.8	  290.9	 3046.0	...
12648299	  228.6	  291.2	 3037.0	...
12648300	  227.7	  290.2	 3035.0	...
12648301	  226.9	  289.2	 3033.0	...
12648302	  226.9	  291.7	 3029.0	...
12648303	  227.4	  290.2	 3029.0	...
12648304	  227.3	  291.9	 3035.0	...
12648305	  227.1	  293.6	 3041.0	...
12648306	  227.0	  293.9	 3045.0	...
12648307	  226.9	  293.7	 3049.0	...
12648308	  227.2	  293.5	 3051.0	...
12648309	  227.2	  292.9	 3052.0	...
12648310	  227.1	  294.5	 3067.0	...
12648311	  227.9	  294.2	 3052.0	...
12648312	  228.7	  294.0	 3038.0	...
12648313	  227.7	  292.1	 3048.0	...
12648314	  227.6	  290.7	 3059.0	...
12648315	  227.4	  292.5	 3076.0	...
12648316	  226.4	  291.6	 3083.0	...
12648317	  225.9	  290.7	 3085.0	...
12648318	  225.5	  294.5	 3088.0	...
12648319	  225.4	  294.5	 3082.0	...
12648320	  225.4	  292.7	 3076.0	...
12648321	  225.9	  294.1	 3056.0	...
12648322	  225.9	  291.8	 3050.0	...
12648323	  228.2	  289.5	 3044.0	...
12648324	  229.1	  288.1	 3041.0	...
12648325	  229.1	  287.6	 3062.0	...
12648326	  228.7	  287.1	 3060.0	...
12648327	  230.9	  284.9	 3058.0	...
12648328	  233.0	  282.6	 3032.0	...
12648329	  230.8	  287.1	 3027.0	...
12648330	  228.6	  289.1	 3027.0	...
12648331	  227.7	  291.0	 3027.0	...
12648332	  227.9	  290.1	 3021.0	...
12648333	  228.1	  289.2	 3015.0	...
12648334	  227.6	  291.5	 3019.0	...
12648335	  229.9	  289.3	 3022.0	...
12648336	  229.4	  291.0	 3026.0	...
12648337	  229.0	  289.1	 3030.0	...
12648338	  228.7	  290.1	 3035.0	...
12648339	  228.5	  291.0	 3040.0	...
12648340	  227.4	  292.2	 3072.0	...
12648341	  226.9	  292.0	 3066.0	...
12648342	  226.6	  291.8	 3065.0	...
12648343	  226.6	  290.8	 3063.0	...
12648344	  226.6	  290.5	 3082.0	...
12648345	  226.7	  291.2	 3075.0	...
12648346	  226.5	  291.9	 3083.0	...
12648347	  226.2	  290.6	 3066.0	...
12648348	  225.9	  292.3	 3049.0	...
12648349	  225.8	  291.5	 3037.0	...
12648350	  226.4	  290.6	 3024.0	...
12648351	  225.4	  291.9	 3032.0	...
12648352	  226.1	  289.8	 3031.0	...
12648353	  226.0	  292.5	 3048.0	...
12648354	  225.8	  293.5	 3066.0	...
12648355	  225.8	  293.9	 3066.0	...
12648356	  225.9	  294.2	 3066.0	...
12648357	  225.0	  295.7	 3079.0	...
12648358	  226.4	  296.3	 3047.0	...
12648359	  226.5	  295.6	 3049.0	...
12648360	  225.9	  297.2	 3052.0	...
12648361	  225.3	  298.7	 3065.0	...
12648362	  225.8	  296.1	 3065.0	...
12648363	  225.9	  293.5	 3054.0	...
12648364	  225.9	  290.3	 3043.0	...
12648365	  225.4	  292.0	 3043.0	...
12648366	  224.9	  291.4	 3065.0	...
12648367	  224.8	  290.8	 3087.0	...
12648368	  224.7	  293.0	 3088.0	...
12648369	  223.4	  295.3	 3079.0	...
12648370	  223.4	  298.2	 3071.0	...
12648371	  224.7	  296.6	 3065.0	...
12648372	  224.5	  296.0	 3075.0	...
12648373	  226.8	  295.3	 3046.0	...
12648374	  226.6	  293.8	 3033.0	...
12648375	  226.6	  292.2	 3028.0	...
12648376	  226.6	  292.1	 3033.0	...
12648377	  226.0	  294.8	 3038.0	...
12648378	  225.7	  295.5	 3078.0	...
12648379	  225.7	  295.2	 3039.0	...
12648380	  225.7	  294.9	 3026.0	...
12648381	  225.7	  294.0	 3025.0	...
12648382	  225.7	  293.1	 3030.0	...
12648383	  225.7	  292.2	 3034.0	...
12648384	  225.8	  291.4	 3043.0	...
12648385	  226.4	  291.1	 3046.0	...
12648386	  225.9	  293.9	 3047.0	...
12648387	  226.1	  293.5	 3047.0	...
12648388	  226.2	  295.9	 3048.0	...
12648389	  227.1	  294.5	 3045.0	...
12648390	  226.3	  294.6	 3059.0	...
12648391	  227.7	  292.7	 3052.0	...
12648392	  226.9	  292.6	 3049.0	...
12648393	  227.7	  292.5	 3045.0	...
12648394	  226.8	  291.3	 3048.0	...
12648395	  227.7	  292.7	 3051.0	...
12648396	  227.4	  291.5	 3044.0	...
12648397	  227.1	  294.8	 3054.0	...
12648398	  226.4	  294.2	 3041.0	...
12648399	  225.8	  295.5	 3039.0	...
12648400	  226.0	  296.7	 3044.0	...
12648401	  225.0	  300.0	 3049.0	...
12648402	  226.1	  300.0	 3057.0	...
12648403	  227.3	  299.7	 3059.0	...
12648404	  226.8	  299.5	 3062.0	...
12648405	  227.0	  298.6	 3051.0	...
12648406	  225.5	  297.8	 3047.0	...
12648407	  225.1	  295.7	 3046.0	...
12648408	  224.7	  297.3	 3052.0	...
12648409	  224.1	  297.1	 3037.0	...
12648410	  225.4	  296.8	 3049.0	...
12648411	  225.3	  296.6	 3052.0	...
12648412	  225.1	  297.2	 3055.0	...
12648413	  224.5	  297.8	 3067.0	...
12648414	  223.9	  300.1	 3078.0	...
12648415	  224.3	  296.5	 3070.0	...
12648416	  223.7	  295.8	 3076.0	...
12648417	  223.7	  295.1	 3082.0	...
12648418	  223.7	  295.0	 3101.0	...
12648419	  223.1	  295.1	 3098.0	...
12648420	  223.4	  295.2	 3095.0	...
12648421	  223.3	  297.3	 3054.0	...
12648422	  223.3	  298.1	 3052.0	...
12648423	  223.3	  298.3	 3051.0	...
12648424	  223.6	  296.4	 3031.0	...
12648425	  224.3	  298.0	 3030.0	...
12648426	  224.6	  299.5	 3039.0	...
12648427	  224.9	  298.7	 3032.0	...
12648428	  225.6	  297.9	 3024.0	...
12648429	  225.4	  296.2	 2999.0	...
12648430	  225.2	  297.0	 2991.0	...
12648431	  228.4	  293.8	 2982.0	...
12648432	  228.2	  294.5	 2980.0	...
12648433	  228.4	  293.0	 2980.0	...
12648434	  228.2	  291.6	 2977.0	...
12648435	  228.0	  288.1	 2990.0	...
12648436	  227.4	  289.8	 3004.0	...
12648437	  227.2	  291.5	 3033.0	...
12648438	  226.3	  292.8	 3038.0	...
12648439	  225.3	  293.4	 3040.0	...
12648440	  224.7	  293.6	 3041.0	...
12648441	  224.1	  293.8	 3026.0	...
12648442	  224.6	  293.6	 3022.0	...
12648443	  224.0	  296.1	 3024.0	...
12648444	  223.9	  296.2	 3026.0	...
12648445	  224.1	  295.1	 3044.0	...
12648446	  223.0	  297.5	 3061.0	...
12648447	  223.5	  295.5	 3061.0	...
12648448	  223.6	  295.3	 3066.0	...
12648449	  223.7	  295.0	 3037.0	...
12648450	  225.0	  294.0	 3008.0	...
12648451	  226.3	  293.1	 3005.0	...
12648452	  226.0	  296.0	 3018.0	...
12648453	  225.7	  299.0	 3023.0	...
12648454	  225.5	  298.7	 3029.0	...
12648455	  225.5	  298.4	 3007.0	...
12648456	  225.5	  297.1	 3011.0	...
12648457	  225.5	  296.7	 3015.0	...
12648458	  225.4	  296.3	 3006.0	...
12648459	  225.2	  295.2	 3007.0	...
12648460	  225.6	  294.1	 3008.0	...
12648461	  225.5	  290.7	 3008.0	...
12648462	  225.4	  289.9	 3009.0	...
12648463	  225.4	  291.2	 3011.0	...
12648464	  227.1	  290.6	 2996.0	...
12648465	  227.1	  292.9	 2982.0	...
12648466	  227.2	  291.1	 2964.0	...
12648467	  226.8	  291.6	 2964.0	...
12648468	  227.0	  291.6	 2964.0	...
12648469	  225.8	  291.7	 2982.0	...
12648470	  225.4	  294.1	 3016.0	...
12648471	  225.0	  296.5	 3032.0	...
12648472	  226.5	  294.3	 2988.0	...
12648473	  226.5	  292.1	 2965.0	...
12648474	  226.6	  289.8	 2943.0	...
12648475	  227.0	  289.6	 2932.0	...
12648476	  226.0	  290.6	 2939.0	...
12648477	  225.1	  291.5	 2939.0	...
12648478	  224.5	  294.6	 2948.0	...
12648479	  225.4	  292.0	 2941.0	...
12648480	  226.3	  289.5	 2935.0	...
12648481	  226.5	  288.6	 2913.0	...
12648482	  226.6	  287.8	 2904.0	...
12648483	  227.1	  287.4	 2899.0	...
12648484	  227.2	  287.0	 2895.0	...
12648485	  227.4	  286.9	 2863.0	...
12648486	  227.0	  288.8	 2861.0	...
12648487	  228.8	  289.3	 2863.0	...
12648488	  230.6	  289.0	 2822.0	...
12648489	  230.6	  291.0	 2782.0	...
12648490	  230.5	  287.3	 2784.0	...
12648491	  230.6	  283.6	 2787.0	...
12648492	  229.3	  284.5	 2801.0	...
12648493	  231.9	  280.7	 2778.0	...
12648494	  234.5	  278.8	 2770.0	...
12648495	  232.2	  278.0	 2769.0	...
12648496	  229.8	  280.9	 2787.0	...
12648497	  228.8	  283.6	 2805.0	...
12648498	  228.8	  285.1	 2805.0	...
12648499	  228.9	  286.6	 2805.0	...
12648500	  227.7	  287.0	 2812.0	...
12648501	  228.3	  287.3	 2818.0	...
12648502	  228.3	  286.8	 2813.0	...
12648503	  228.1	  288.0	 2830.0	...
12648504	  227.8	  289.2	 2847.0	...
12648505	  228.4	  288.2	 2886.0	...
12648506	  228.0	  287.2	 2942.0	...
12648507	  227.7	  289.2	 2947.0	...
12648508	  226.5	  290.0	 2976.0	...
12648509	  222.7	  290.9	 2985.0	...
12648510	  223.8	  293.2	 2984.0	...
12648511	  224.3	  293.8	 2983.0	...
12648512	  224.7	  294.3	 2980.0	...
12648513	  224.5	  294.5	 2977.0	...
12648514	  225.0	  293.4	 2935.0	...
12648515	  225.5	  292.2	 2927.0	...
12648516	  225.6	  292.2	 2914.0	...
12648517	  225.8	  292.1	 2901.0	...
12648518	  227.3	  288.8	 2868.0	...
12648519	  228.8	  285.4	 2854.0	...
12648520	  228.6	  286.3	 2849.0	...
12648521	  228.4	  287.3	 2857.0	...
12648522	  224.9	  293.3	 2866.0	...
12648523	  225.0	  291.3	 2959.0	...
12648524	  224.7	  291.6	 2992.0	...
12648525	  225.3	  291.1	 2991.0	...
12648526	  225.5	  291.3	 2991.0	...
12648527	  225.5	  291.5	 3021.0	...
12648528	  225.4	  291.7	 3020.0	...
12648529	  226.1	  292.0	 3020.0	...
12648530	  226.4	  292.0	 3005.0	...
12648531	  226.8	  291.9	 2990.0	...
12648532	  227.1	  291.7	 2981.0	...
12648533	  227.4	  291.1	 2972.0	...
12648534	  226.0	  293.7	 2997.0	...
12648535	  226.0	  294.9	 3004.0	...
12648536	  225.3	  295.5	 3007.0	...
12648537	  224.7	  295.1	 3009.0	...
12648538	  225.3	  294.7	 2995.0	...
12648539	  225.1	  293.6	 2998.0	...
12648540	  224.9	  293.3	 2994.0	...
12648541	  226.0	  293.1	 2989.0	...
12648542	  225.9	  292.3	 2993.0	...
12648543	  225.8	  293.6	 2996.0	...
12648544	  225.7	  288.9	 2991.0	...
12648545	  225.8	  288.9	 3010.0	...
12648546	  225.8	  291.2	 2984.0	...
12648547	  225.4	  291.3	 2978.0	...
12648548	  225.1	  290.1	 2982.0	...
12648549	  224.8	  291.3	 2985.0	...
12648550	  226.2	  290.7	 2978.0	...
12648551	  226.8	  292.7	 2978.0	...
12648552	  227.0	  294.8	 2979.0	...
12648553	  227.1	  292.4	 2973.0	...
12648554	  227.0	  293.5	 2967.0	...
12648555	  228.6	  293.3	 2959.0	...
12648556	  228.6	  293.1	 2951.0	...
12648557	  230.6	  292.9	 2948.0	...
12648558	  229.7	  294.4	 2959.0	...
12648559	  228.8	  295.9	 2970.0	...
12648560	  225.0	  295.6	 2995.0	...
12648561	  226.9	  295.0	 2986.0	...
12648562	  226.7	  293.1	 2977.0	...
12648563	  227.2	  292.2	 2970.0	...
12648564	  227.1	  291.4	 2973.0	...
12648565	  227.0	  290.6	 2957.0	...
12648566	  227.1	  290.5	 2970.0	...
12648567	  226.2	  294.6	 2959.0	...
12648568	  225.3	  294.0	 2947.0	...
12648569	  227.5	  293.2	 2913.0	...
12648570	  227.4	  291.0	 2940.0	...
12648571	  228.9	  288.7	 2920.0	...
12648572	  228.1	  287.9	 2914.0	...
12648573	  229.3	  289.8	 2914.0	...
